char,radical,ohaeng,huneum,strokes
撑,扌,木,버틸[撐] 탱,15
撒,扌,木,뿌릴 살,15
撓,扌,木,휠 뇨,15
撕,扌,木,훈계할 서,15
撖,扌,木,- 감,15
撙,扌,木,누를 준,15
撞,扌,木,칠 당,15
撣,扌,木,- 탄,15
撤,扌,木,거둘 철,15
撥,扌,木,다스릴 발,15
撩,扌,木,다스릴 료,15
撫,扌,木,어루만질 무,15
撬,扌,木,- 효,15
播,扌,木,뿌릴 파,15
撮,扌,木,모을 촬,15
撰,扌,木,지을 찬,15
撲,扌,木,칠[擊] 박,15
撳,扌,木,- 흠,15
撵,扌,木,- 련,15
撷,扌,木,- 힐,15
撸,扌,木,- 로,15
撺,扌,木,- 찬,15
撻,扌,木,때릴 달,16
撼,扌,木,흔들 감,16
撾,扌,木,칠 과,16
撿,扌,木,잡을 검,16
擀,扌,木,- 간,16
擁,扌,木,낄 옹,16
擂,扌,木,- 뢰,16
擄,扌,木,노략질할 로,15
擅,扌,木,멋대로할 천,16
擇,扌,木,가릴 택,16
擊,手,木,칠[打] 격,17
擋,扌,木,- 당,16
操,扌,木,잡을 조,16
擎,手,木,받들 경,17
擐,扌,木,입을 환,16
擒,扌,木,사로잡을 금,16
擔,扌,木,멜 담,16
擗,扌,木,가슴칠 벽,16
擘,手,木,엄지손가락 벽,17
據,扌,木,근거 거,16
擞,扌,木,- 수,16
擠,扌,木,물리칠 제,17
擡,扌,木,들[擧] 대,17
擢,扌,木,뽑을 탁,17
擤,扌,木,- 형,17
擦,扌,木,문지를 찰,17
擬,扌,木,비길 의,17
擯,扌,木,물리칠 빈,17
擰,扌,木,- 녕,17
擱,扌,木,놓을 각,17
擲,扌,木,던질 척,18
擴,扌,木,넓힐 확,18
擷,扌,木,- 힐,18
擺,扌,木,벌릴 파,18
擻,扌,木,- 수,18
擼,扌,木,- 로,18
擾,扌,木,시끄러울 요,18
擿,扌,木,- 적,18
攀,手,木,더위잡을 반,19
攆,扌,木,- 련,18
攉,扌,木,- 확,19
攏,扌,木,누를 롱,19
攒,扌,木,- 찬,19
攔,扌,木,막을 란,20
攘,扌,木,물리칠 양,20
攙,扌,木,찌를 참,20
攛,扌,木,- 찬,21
攜,扌,木,끌 휴,21
攝,扌,木,다스릴 섭,21
攢,扌,木,모일 찬,22
攣,手,木,손발굽을 련,23
攤,扌,木,열 탄,22
攥,扌,木,- 촬,23
攪,扌,木,흔들 교,23
攫,扌,木,움킬 확,23
攬,扌,木,잡을 람,24
攮,扌,木,- 낭,25
支,支,木,지탱할 지,4
攴,攴,木,- 복,4
攵,攵,木,- 복,4
收,攵,木,거둘 수,6
攸,攵,木,아득할 유,7
改,攵,木,고칠 개,7
攻,攵,木,칠[擊] 공,7
放,攵,木,놓을 방,8
政,攵,木,정사(政事) 정,9
敃,攵,木,힘쓸 민,9
敄,攵,木,- 무,9
故,攵,木,연고 고,9
效,攵,木,본받을 효,10
敉,攵,木,어루만질 미,10
敌,舌,火,- 활,10
敏,攵,木,민첩할 민,11
救,攵,木,구원할 구,11
敕,攵,木,경계할 칙,11
敖,攵,木,거만할 오,11
敗,攵,木,패할 패,11
敘,攵,木,차례 서,11
教,攵,木,가르칠 교,11
敛,攵,木,- 렴,11
敝,攵,木,해질 폐,12
敞,攵,木,시원할 창,12
敢,攵,木,감히 감,12
散,攵,木,흩을 산,12
敦,攵,木,도타울 돈,12
敪,攵,木,- 철,12
敫,攵,木,- 교,13
敬,攵,木,공경 경,13
敲,攴,木,두드릴 고,14
整,攵,木,가지런할 정,16
敵,攵,木,대적할 적,15
敷,攵,木,펼 부,15
數,攵,木,셈 수,15
敻,攵,木,- 현,15
斂,攵,木,거둘 렴,17
斃,攵,木,죽을 폐,18
文,文,火,글월 문,4
斋,文,火,- 재,10
斌,文,火,빛날 빈,12
斐,文,火,아롱질 비,12
斑,文,火,아롱질 반,12
斓,文,火,- 란,16
斕,文,火,- 란,21
斗,斗,金,말 두,4
料,斗,金,헤아릴 료,10
斛,斗,金,휘 곡,11
斜,斗,金,비낄 사,11
斟,斗,金,짐작할 짐,13
斡,斗,金,돌 알,14
斤,斤,金,근[무게단위] 근,4
斥,斤,金,물리칠 척,5
斦,斤,金,- 은,8
斧,斤,金,도끼 부,8
斩,车,火,- 참,8
斫,斤,金,쪼갤 작,9
斬,斤,金,벨 참,11
斯,斤,金,이 사,12
新,斤,金,새 신,13
斲,斤,金,깎을 착,14
斷,斤,金,끊을 단,18
方,方,土,모[棱] 방,4
於,方,土,어조사 어,8
施,方,土,베풀 시,9
斿,方,土,깃발 유,9
旁,方,土,곁 방,10
旃,方,土,기(旗) 전,10
旄,方,土,털기(旗) 모,10
旅,方,土,나그네 려,10
旆,方,土,기(旗) 패,10
旉,方,土,- 부,11
旋,方,土,돌[廻] 선,11
旌,方,土,기 정,11
旎,方,土,- 니,11
族,方,土,겨레 족,11
旒,方,土,깃발 류,13
旖,方,土,- 의,14
旗,方,土,기 기,14
无,无,水,없을[無] 무,4
旡,旡,水,- 기,4
既,旡,水,이미 기,9
日,日,火,날 일,4
旦,日,火,아침 단,5
旧,日,火,옛 구,5
旨,日,火,뜻 지,6
早,日,火,이를 조,6
旬,日,火,열흘 순,6
旭,日,火,아침해 욱,6
旮,日,火,- 욱,6
旯,日,火,- 라,6
旰,日,火,해질 간,7
旱,日,火,가물 한,7
旲,日,火,햇빛 대,7
旷,日,火,- 광,7
旺,日,火,왕성할 왕,8
昀,日,火,햇빛 윤,8
昂,日,火,높을 앙,8
昃,日,火,해기울 측,8
昆,日,火,맏 곤,8
昇,日,火,오를 승,8
昉,日,火,밝을 방,8
昊,日,火,하늘 호,8
昌,日,火,창성할 창,8
明,日,火,밝을 명,8
昏,日,火,어두울 혼,8
易,日,火,바꿀 역,8
昔,日,火,예[古] 석,8
昕,日,火,해돋을 흔,8
昙,日,火,- 욕,8
昜,日,火,볕 양,9
昝,日,火,- 잠,9
星,日,火,별 성,9
映,日,火,비칠 영,9
春,日,火,봄 춘,9
昧,日,火,어두울 매,9
昨,日,火,어제 작,9
昫,日,火,해돋아 따뜻할 구,9
昬,日,火,- 혼,9
昭,日,火,밝을 소,9
是,日,火,이[斯] 시,9
昱,日,火,햇빛밝을 욱,9
昴,日,火,별이름 묘,9
昵,日,火,친할 닐,9
昶,日,火,해길 창,9
昷,日,火,온화할 온,9
昼,尸,木,낮 주,9
显,日,火,- 현,9
晁,日,火,아침 조,10
時,日,火,때 시,10
晃,日,火,밝을 황,10
晉,日,火,성(姓) 진,10
晋,日,火,진나라 진,10
晌,日,火,정오 상,10
晏,日,火,늦을 안,10
晒,日,火,- 쇄,10
晓,日,火,- 효,10
晔,日,火,- 엽,10
晕,日,火,- 훈,10
晖,日,火,- 휘,10
晗,日,火,- 함,11
晚,日,火,늦을 만,11
晝,日,火,낮 주,11
晟,日,火,밝을 성,11
晡,日,火,신시 포,11
晤,日,火,밝을 오,11
晦,日,火,그믐 회,11
晨,日,火,새벽 신,11
晬,日,火,돌 수,12
普,日,火,넓을 보,12
景,日,火,볕 경,12
晰,日,火,밝을 석,12
晴,日,火,갤 청,12
晶,日,火,맑을 정,12
晷,日,火,해그림자 귀,12
智,日,火,슬기 지,12
晾,日,火,- 량,12
暂,日,火,- 잠,12
暄,日,火,따뜻할 훤,13
暆,日,火,- 이,13
暇,日,火,틈 가,13
暈,日,火,무리[光環] 훈,13
暉,日,火,햇빛 휘,13
暋,日,火,강할 민,13
暌,日,火,해질 규,13
暑,日,火,더울 서,13
暖,日,火,따뜻할 난,13
暗,日,火,어두울 암,13
暝,日,火,저물 명,14
暠,日,火,밝을 고,14
暡,日,火,- 옹,14
暢,日,火,화창할 창,14
暧,日,火,- 애,14
暨,日,火,및 기,14
暫,日,火,잠깐 잠,15
暮,日,火,저물 모,15
暱,日,火,칠근할 닐,15
暴,日,火,사나울 폭,15
暹,日,火,햇살치밀 섬,16
暾,日,火,해돋을 돈,16
曄,日,火,빛날 엽,15
曆,日,火,책력 력,16
曇,日,火,흐릴 담,16
曉,日,火,새벽 효,16
曖,日,火,희미할 애,17
曙,日,火,새벽 서,18
曚,日,火,어두울 몽,18
曛,日,火,삭양 빛 훈,18
曜,日,火,빛날 요,18
曝,日,火,쪼일 폭,19
曠,日,火,빌 광,19
曦,日,火,햇빛 희,20
曩,日,火,지난번 낭,21
曬,日,火,쬘 쇄,23
曰,曰,火,가로 왈,4
曱,曰,火,- 압,5
曲,曰,火,굽을 곡,6
曳,曰,火,끌 예,6
更,曰,火,고칠 경,7
曷,曰,火,어찌 갈,9
書,曰,火,글 서,10
曹,曰,火,무리 조,11
曼,日,火,길[長] 만,11
曾,曰,火,일찍 증,12
替,曰,火,바꿀 체,12
最,曰,火,가장 최,12
朁,曰,火,- 참,12
會,曰,火,모일 회,13
月,月,水,달 월,4
有,月,水,있을 유,6
朊,⺼,土,- 원,8
朋,月,水,벗 붕,8
服,月,水,옷 복,8
朐,月,水,- 구,9
朔,月,水,초하루 삭,10
朕,月,水,나 짐,10
朗,月,水,밝을 랑,11
望,月,水,바랄 망,11
朝,月,水,아침 조,12
期,月,水,기약할 기,12
朦,月,水,몽롱할 몽,18
朧,月,水,몽롱할 롱,20
木,木,木,나무 목,4
未,木,木,아닐 미,5
末,木,木,끝 말,5
本,木,木,근본 본,5
札,木,木,편지 찰,5
朮,木,木,삽주 출,5
朱,木,木,붉을 주,6
朴,木,木,성(姓) 박,6
朵,木,木,늘어질 타,6
朽,木,木,썩을 후,6
朿,木,木,- 자,6
杀,木,木,- 살,6
权,木,木,- 권,6
杆,木,木,몽둥이 간,7
杈,木,木,- 차,7
杉,木,木,삼나무 삼,7
杌,木,木,가지없는나무 올,7
李,木,木,오얏 리,7
杏,木,木,살구 행,7
材,木,木,재목 재,7
村,木,木,마을 촌,7
杓,木,木,북두자루 표,7
杖,木,木,지팡이 장,7
杜,木,木,막을 두,7
杞,木,木,구기자(枸杞子) 기,7
束,木,木,묶을 속,7
杠,木,木,깃대 강,7
条,木,木,가지 조,7
杨,木,木,- 양,8
杩,木,木,- 마,7
杪,木,木,끝 초,8
杭,木,木,거룻배 항,8
杯,木,木,잔 배,8
杰,木,木,뛰어날 걸,8
東,木,木,동녘 동,8
杲,木,木,밝을 고,8
杳,木,木,아득할 묘,8
杵,木,木,공이 저,8
杷,木,木,비파나무 파,8
杼,木,木,북(織具) 저,8
松,木,木,소나무 송,8
板,木,木,널 판,8
构,木,木,- 구,8
枇,木,木,비파나무 비,8
枉,木,木,굽을 왕,8
枋,木,木,다목 방,8
析,木,木,쪼갤 석,8
枒,木,木,- 야,8
枓,木,木,주두 두,8
枕,木,木,베개 침,8
林,木,木,수풀 림,8
枘,木,木,자루 예,8
枚,木,木,낱 매,8
果,木,木,실과 과,8
枝,木,木,가지 지,8
枞,木,木,- 종,8
枢,木,木,- 추,8
枣,木,木,- 조,8
枥,木,木,- 력,8
枧,木,木,- 견,8
枨,木,木,- 정,8
枪,木,木,- 창,8
枫,木,木,- 풍,8
枭,木,木,- 효,8
枯,木,木,마를 고,9
枰,木,木,바둑판 평,9
枳,木,木,탱자 지,9
枵,木,木,- 효,9
架,木,木,시렁 가,9
枷,木,木,칼 가,9
枸,木,木,구기자(枸杞子) 구,9
枼,木,木,- 엽,9
柁,木,木,키 타,9
柃,木,木,- 령,9
柄,木,木,자루 병,9
柊,木,木,방망이 종,9
柏,木,木,측백 백,9
某,木,木,아무 모,9
柑,木,木,귤 감,9
柒,木,木,옻[漆] 칠,9
染,木,木,물들 염,9
柔,木,木,부드러울 유,9
柘,木,木,메뽕나무 자,9
柙,木,木,짐승우리 합,9
柚,木,木,유자 유,9
柜,木,木,- 거,9
柝,木,木,쪼갤 탁,9
柞,木,木,떡갈나무 작,9
柠,木,木,- 저,9
柢,木,木,뿌리 저,9
查,木,木,조사할 사,9
柩,木,木,널[棺] 구,9
柬,木,木,가릴 간,9
柯,木,木,가지 가,9
柰,木,木,사과 내,9
柱,木,木,기둥 주,9
柳,木,木,버들 류,9
柴,木,木,섶[薪] 시,10
柵,木,木,울타리 책,9
柽,木,木,- 정,9
柿,木,木,감 시,9
栀,木,木,- 치,9
栅,木,木,울짱 책,9
栈,木,木,- 잔,9
栉,木,木,- 즐,9
栊,木,木,- 롱,9
栋,木,木,- 동,9
栌,木,木,- 로,9
栎,木,木,- 력,9
栏,木,木,- 란,9
栓,木,木,마개 전,10
栖,木,木,깃들일[棲] 서,10
栗,木,木,밤 률,10
栝,木,木,전나무 괄,10
校,木,木,학교 교,10
栩,木,木,상수리나무 허,10
株,木,木,그루 주,10
栱,木,木,두공 공,10
栲,木,木,북나무 고,10
栳,木,木,- 로,10
栴,木,木,향나무 전,10
样,木,木,- 양,10
核,木,木,씨 핵,10
根,木,木,뿌리 근,10
格,木,木,격식 격,10
栽,木,木,심을 재,10
栾,木,木,- 란,10
桀,木,木,하(夏)왕이름 걸,10
桁,木,木,차꼬 항,10
桂,木,木,계수나무 계,10
桃,木,木,복숭아 도,10
桄,木,木,광랑나무 광,10
桅,木,木,- 외,10
框,木,木,문테 광,10
案,木,木,책상 안,10
桉,木,木,안석 안,10
桊,木,木,- 권,10
桌,木,木,- 탁,10
桎,木,木,차꼬 질,10
桐,木,木,오동나무 동,10
桑,木,木,뽕나무 상,10
桓,木,木,굳셀 환,10
桔,木,木,도라지 길,10
桕,木,木,- 구,10
桠,木,木,- 아,10
桡,木,木,- 요,10
桢,木,木,- 정,10
档,木,木,- 당,10
桤,木,木,- 기,10
桥,木,木,- 교,10
桦,木,木,- 화,10
桧,木,木,- 회,10
桨,木,木,- 장,10
桩,木,木,- 장,10
桫,木,木,- 사,11
桲,木,木,- 발,11
桴,木,木,대마루 부,11
桶,木,木,통(桶) 통,11
桷,木,木,서까래 각,11
桼,木,木,- 칠,11
桿,木,木,막대 간,11
梁,木,木,들보 량,11
梃,木,木,몽둥이 정,11
梅,木,木,매화 매,11
梆,木,木,목어 방,11
梏,木,木,수갑 곡,11
梓,木,木,가래나무 재,11
梔,木,木,치자나무 치,11
梗,木,木,줄기 경,11
條,木,木,가지 조,11
梟,木,木,올빼미 효,11
梢,木,木,나무끝 초,11
梣,木,木,물푸레나무 심,11
梦,木,木,- 몽,11
梧,木,木,오동나무 오,11
梨,木,木,배 리,11
梭,木,木,북[織具] 사,11
梯,木,木,사다리 제,11
械,木,木,기계 계,11
梳,木,木,얼레빗 소,11
梵,木,木,불경 범,11
梼,木,木,- 도,11
梾,木,木,- 래,11
梿,木,木,- 련,11
棂,木,木,- 령,11
棄,木,木,버릴 기,12
棉,木,木,목화 면,12
棋,木,木,바둑 기,12
棍,木,木,몽둥이 곤,12
棒,木,木,막대 봉,12
棕,木,木,종려나무[椶] 종,12
棗,木,木,대추 조,12
棘,木,木,가시 극,12
棚,木,木,사다리 붕,12
棟,木,木,마룻대 동,12
棠,木,木,아가위 당,12
棣,木,木,산앵두나무 체,12
棥,木,木,- 번,12
棧,木,木,사다리 잔,12
森,木,木,수풀 삼,12
棰,木,木,- 추,13
棱,木,木,- 릉,12
棲,木,木,깃들일 서,12
棵,木,木,- 과,12
棶,木,木,- 래,12
棹,木,木,노 도,12
棺,木,木,널 관,12
棻,木,木,향내 나는 나무 분,12
棼,木,木,어지러울 분,12
椁,木,木,관 곽,12
椅,木,木,의자 의,12
椆,木,木,- 주,12
椋,木,木,들보 량,12
植,木,木,심을 식,12
椎,木,木,쇠몽치 추,12
椐,木,木,느티나무 거,12
椒,木,木,산초나무 초,12
椟,木,木,- 독,12
椠,木,木,- 참,12
椤,木,木,- 라,12
椥,木,木,- 지,12
椪,木,木,- 병,12
椭,木,木,- 타,13
椰,木,木,야자나무 야,13
椴,木,木,자작나무 단,13
椹,木,木,모탕 침,13
椽,木,木,서까래 연,13
椿,木,木,참죽나무 춘,13
楂,木,木,떼 사,13
楊,木,木,버들 양,13
楓,木,木,단풍 풍,13
楔,木,木,문설주 설,13
楗,木,木,문빗장 건,13
楙,木,木,모과나무 무,13
楚,木,木,초나라 초,13
楛,木,木,거칠 고,13
楝,木,木,멀구슬나무 련,13
楞,木,木,네모질[四角] 릉,13
楠,木,木,녹나무 남,13
楣,木,木,인중방 미,13
楦,木,木,산골 원,13
楨,木,木,광나무 정,13
楫,木,木,노 즙,13
業,木,木,업 업,13
楮,木,木,닥나무 저,13
楱,木,木,- 주,13
極,木,木,다할 극,13
楷,木,木,본보기 해,13
楸,木,木,가래 추,13
楹,木,木,기둥 영,13
楼,木,木,다락 루,13
榀,木,木,- 품,13
概,木,木,대개 개,13
榄,木,木,- 람,13
榅,木,木,- 온,13
榆,木,木,누릅나무 유,13
榇,木,木,- 친,13
榈,木,木,- 려,13
榉,木,木,- 거,13
榍,木,木,- 설,14
榔,木,木,나무 이름 랑,13
榕,木,木,나무이름 용,14
榘,木,木,곡척 구,14
榛,木,木,개암나무 진,14
榜,木,木,방(榜)붙일 방,14
榧,木,木,비자나무 비,14
榨,木,木,술주자 자,14
榫,木,木,- 순,14
榭,木,木,정자 사,14
榮,木,木,영화 영,14
榱,木,木,서까래 최,14
榲,木,木,- 온,14
榴,木,木,석류 류,14
榷,木,木,외나무 다리 교,14
榻,木,木,긴걸상 탑,14
榿,木,木,- 기,14
槀,木,木,마른나무 고,14
槁,木,木,마를 고,14
槃,木,木,쟁반 반,14
槊,木,木,창 삭,14
構,木,木,얽을 구,14
槌,木,木,칠[擊] 추,14
槍,木,木,창 창,14
槎,木,木,뗏목 차,14
槐,木,木,회화나무 괴,14
槓,木,木,지렛대 공,14
槔,木,木,- 고,14
槛,木,木,- 함,14
槜,木,木,- 취,14
槟,木,木,- 빈,14
槠,木,木,- 저,14
槤,木,木,- 련,15
槨,木,木,외관(外棺) 곽,15
槭,木,木,나뭇잎 떨어져 앙상할 색,15
槲,木,木,떡갈나무 곡,15
槳,木,木,- 장,15
槺,木,木,- 강,15
槽,木,木,구유 조,15
槿,木,木,무궁화 근,15
樁,木,木,- 장,15
樂,木,木,즐길 락,15
樅,木,木,전나무 종,15
樆,木,木,- 리,15
樊,木,木,울 번,15
樑,木,木,들보 량,15
樓,木,木,다락 루,15
樗,木,木,가죽나무 저,15
樘,木,木,- 탱,15
標,木,木,표할 표,15
樛,木,木,휠 규,15
樞,木,木,지도리 추,15
樟,木,木,녹나무 장,15
模,木,木,본뜰 모,15
樣,木,木,모양 양,15
樨,木,木,계수나무 서,16
横,木,木,비낄 횡,15
樯,木,木,- 장,15
樱,木,木,- 앵,15
樵,木,木,나무할 초,16
樸,木,木,순박할 박,16
樹,木,木,나무 수,16
樺,木,木,벚나무 화,15
樽,木,木,술통 준,16
樾,木,木,- 월,16
橄,木,木,감람나무 감,16
橇,木,木,진흙 썰매 취,16
橈,木,木,노 요,16
橋,木,木,다리 교,16
橐,木,木,전대 탁,16
橘,木,木,귤 귤,16
橙,木,木,귤 등,16
橛,木,木,- 궐,16
機,木,木,틀 기,16
橡,木,木,상수리 상,16
橢,木,木,둥글길죽할 타,16
橥,木,木,- 저,15
橫,木,木,가로 횡,16
橱,木,木,- 주,16
橹,木,木,- 로,16
橼,木,木,- 연,16
橾,木,木,- 수,17
檀,木,木,박달나무 단,17
檃,木,木,- 은,17
檄,木,木,격문(檄文) 격,17
檎,木,木,능금 금,17
檐,木,木,처마 첨,17
檑,木,木,- 뢰,17
檔,木,木,책상 당,17
檗,木,木,황벽나무 벽,17
檜,木,木,전나무 회,17
檠,木,木,등잔걸이 경,17
檢,木,木,검사할 검,17
檩,木,木,- 름,17
檫,木,木,- 찰,18
檬,木,木,- 몽,18
檮,木,木,등걸 도,18
檯,木,木,등대 대,18
檳,木,木,빈랑나무 빈,18
檵,木,木,- 계,18
檸,木,木,- 녕,18
檻,木,木,난간 함,18
櫃,木,木,궤짝 궤,18
櫆,木,木,- 괴,18
櫓,木,木,노 로,19
櫚,木,木,종려나무 려,19
櫛,木,木,빗 즐,19
櫞,木,木,연나무 연,19
櫟,木,木,떡갈나무 력,19
櫥,木,木,- 주,19
櫪,木,木,말구유 력,20
櫫,木,木,- 저,19
櫱,木,木,- 얼,20
櫸,木,木,- 거,21
櫻,木,木,앵두 앵,21
欄,木,木,난간 란,21
權,木,木,권세 권,22
欒,木,木,단란할 란,23
欖,木,木,감람나무 람,25
欞,木,木,격자창 령,28
欠,欠,水,하품 흠,4
次,欠,水,버금 차,6
欢,欠,水,- 환,6
欣,欠,水,기쁠 흔,8
欤,欠,水,- 여,8
欧,欠,水,- 구,8
欮,欠,水,- 궐,10
欲,欠,水,하고자할 욕,11
欶,欠,水,- 수,11
欷,欠,水,흐느낄 희,11
欸,欠,水,한숨쉴 애,11
欹,欠,水,아름답다할 의,12
欺,欠,水,속일 기,12
欻,欠,水,문득 훌,12
欽,欠,水,공경할 흠,12
款,欠,水,항목 관,12
欿,欠,水,서운할 감,12
歃,欠,水,마실 삽,13
歆,欠,水,흠향할 흠,13
歇,欠,水,쉴 헐,13
歉,欠,水,흉년들 겸,14
歌,欠,水,노래 가,14
歎,欠,水,탄식할 탄,15
歐,欠,水,구라파 구,15
歔,欠,水,한숨 쉴 허,16
歙,欠,水,줄일 흡,16
歛,欠,水,바랄 감,17
歡,欠,水,기쁠 환,22
止,止,土,그칠 지,4
正,止,土,바를 정,5
此,止,土,이 차,6
步,止,土,걸음 보,7
武,止,土,호반 무,8
歧,止,土,두갈래길 기,8
歨,止,土,- 보,8
歪,止,土,기울 왜,9
歰,止,土,- 삽,14
歲,止,土,해 세,13
歷,止,土,지날 력,16
歸,止,土,돌아갈 귀,18
歹,歹,水,뼈앙상할 알,4
歺,歺,水,- 알,5
死,歹,水,죽을 사,6
歼,歹,水,- 섬,7
殁,歹,水,죽을 몰,8
殂,歹,水,죽을 조,9
殃,歹,水,재앙 앙,9
殄,歹,水,끊을 진,9
殆,歹,水,거의 태,9
殇,歹,水,- 상,10
殉,歹,水,따라죽을 순,10
殊,歹,水,다를 수,10
残,歹,水,해칠 잔,10
殍,歹,水,굶어죽을 표,11
殒,歹,水,- 운,11
殓,歹,水,- 염,11
殖,歹,水,불릴 식,12
殗,歹,水,- 업,12
殘,歹,水,남을 잔,12
殚,歹,水,- 탄,12
殛,歹,水,귀양보낼 극,13
殞,歹,水,죽을 운,14
殡,歹,水,- 빈,14
殤,歹,水,어려서죽을 상,15
殪,歹,水,- 에,16
殫,歹,水,다할 탄,16
殭,歹,水,죽어 썩지 않을 강,17
殮,歹,水,염(殮)할 렴,17
殯,歹,水,빈소 빈,18
殲,歹,水,다죽일 섬,21
殳,殳,金,창 수,4
殴,殳,金,- 구,8
段,殳,金,층계 단,9
殷,殳,金,은나라 은,10
殸,殳,金,- 성,11
殹,殳,金,- 예,11
殺,殳,金,죽일 살,11
殼,殳,金,껍질 각,12
殽,殳,金,섞일 효,12
殿,殳,金,전각 전,13
毀,殳,金,헐 훼,13
毁,殳,金,헐 훼,13
毂,殳,金,- 곡,13
毄,殳,金,맞부딛는 소리 격,14
毅,殳,金,굳셀 의,15
毆,殳,金,때릴 구,15
毋,毋,水,말[勿] 무,4
毌,毋,水,- 관,4
母,母,水,어미 모,5
每,母,水,매양 매,7
毒,母,水,독 독,9
毓,母,水,키울 육,14
比,比,水,견줄 비,4
毕,比,水,- 필,6
毖,比,水,삼갈 비,9
毗,田,土,도울 비,9
毙,比,水,- 폐,10
毚,比,水,약은토끼 참,17
毛,毛,木,터럭 모,4
毡,毛,木,- 전,9
毪,毛,木,- 모,10
毫,毛,木,터럭 호,11
毯,毛,木,담자리 담,12
毳,毛,木,솜털 취,12
毵,毛,木,- 산,12
毹,毛,木,- 유,13
毽,毛,木,- 건,13
氂,毛,木,- 리,15
氅,毛,木,새털 창,16
氆,毛,木,- 방,16
氇,毛,木,- 로,16
氈,毛,木,담(毯) 전,17
氍,毛,木,- 구,22
氏,氏,水,각시 씨,4
氐,氏,水,근본 저,5
民,民,水,백성 민,5
氓,民,水,백성 맹,8
气,气,金,- 기,4
氕,气,金,- 피,5
氖,气,金,- 내,6
氘,气,金,- 도,6
氙,气,金,- 선,7
氚,气,金,- 천,7
氛,气,金,기운 분,8
氜,气,金,- 양,8
氟,气,金,- 불,9
氡,气,金,- 동,9
氢,气,金,- 경,9
氣,气,金,기운 기,10
氤,气,金,기운성할 인,10
氦,气,金,- 해,10
氧,气,金,- 양,10
氨,气,金,- 안,10
氩,气,金,- 아,10
氪,气,金,- 극,11
氫,气,金,- 경,11
氮,气,金,- 담,12
氯,气,金,- 록,12
氰,气,金,- 청,12
氲,气,金,기운 어릴 온,13
氳,气,金,기운 어릴 온,14
水,水,水,물 수,4
氵,氵,水,- 수,3
氶,水,水,- 승,5
永,水,水,길 영,5
氹,乙,水,- 당,5
氺,氺,水,- 수,5
氽,人,火,뜰 탄,6
氾,氵,水,넘칠 범,5
氿,氵,水,구멍샘 궤,5
汀,氵,水,물가 정,5
汁,氵,水,즙 즙,5
求,氺,水,구할[索] 구,7
汆,水,水,- 탄,6
汇,氵,水,- 휘,5
汊,氵,水,- 차,6
汐,氵,水,조수 석,6
汒,氵,水,황급할 망,6
汔,氵,水,거의 흘,6
汕,氵,水,오구 산,6
汗,氵,水,땀 한,6
汛,氵,水,물뿌릴 신,6
汜,氵,水,늪 사,6
汝,氵,水,너 여,6
汞,水,水,수은 홍,7
江,氵,水,강 강,6
池,氵,水,못 지,6
污,氵,水,더러울 오,6
汤,氵,水,- 탕,7
汧,氵,水,- 견,7
汨,氵,水,골몰할 골,7
汩,氵,水,물흐를 율,7
汪,氵,水,넓을 왕,7
汰,氵,水,일[淘] 태,7
汲,氵,水,물길을 급,7
汴,氵,水,물 이름 변,7
汶,氵,水,물이름 문,7
汹,氵,水,- 흉,7
決,氵,水,결단할 결,7
汽,氵,水,물끓는김 기,7
汾,氵,水,물이름 분,7
沁,氵,水,스며들 심,7
沂,氵,水,물이름 기,7
沃,氵,水,기름질 옥,7
沅,氵,水,물이름 원,7
沆,氵,水,넓을 항,7
沇,氵,水,물이름 연,7
沈,氵,水,잠길 침,7
沉,氵,水,성씨 심,7
沌,氵,水,엉길 돈,7
沏,氵,水,- 절,7
沐,氵,水,머리감을 목,7
沒,氵,水,빠질 몰,7
沓,水,水,겹칠 답,8
